-4.99 	348.432 	4.3035e-14 	100000
-4.98 	348.432 	6.19847e-14 	100000
-4.97 	348.432 	4.68641e-14 	100000
-4.96 	348.432 	4.22895e-14 	100000
-4.95 	348.432 	4.90858e-14 	100000
-4.94 	348.432 	8.59417e-14 	100000
-4.93 	348.432 	1.03228e-13 	100000
-4.92 	348.432 	4.3212e-14 	100000
-4.91 	348.432 	4.4972e-14 	100000
-4.9 	348.432 	6.17473e-14 	100000
-4.89 	348.432 	5.64611e-14 	100000
-4.88 	348.432 	5.75587e-14 	100000
-4.87 	348.432 	5.95383e-14 	100000
-4.86 	348.432 	6.97296e-14 	100000
-4.85 	348.432 	3.78255e-14 	100000
-4.84 	348.432 	1.22357e-14 	100000
-4.83 	348.432 	1.31155e-14 	100000
-4.82 	348.432 	8.16049e-14 	100000
-4.81 	348.432 	1.15733e-13 	100000
-4.8 	348.432 	5.83716e-14 	100000
-4.79 	348.432 	7.59293e-14 	100000
-4.78 	348.432 	1.15882e-13 	100000
-4.77 	348.432 	9.58598e-14 	100000
-4.76 	348.432 	9.50843e-14 	100000
-4.75 	348.432 	7.67019e-14 	100000
-4.74 	348.432 	2.78694e-14 	100000
-4.73 	348.432 	6.4381e-14 	100000
-4.72 	348.432 	9.19591e-14 	100000
-4.71 	348.432 	8.72816e-14 	100000
-4.7 	348.432 	1.60857e-13 	100000
-4.69 	348.432 	2.27486e-13 	100000
-4.68 	348.432 	1.81945e-13 	100000
-4.67 	348.432 	7.55049e-14 	100000
-4.66 	348.432 	6.5252e-14 	100000
-4.65 	348.432 	1.12215e-13 	100000
-4.64 	348.432 	1.48598e-13 	100000
-4.63 	348.432 	1.54344e-13 	100000
-4.62 	348.432 	1.22378e-13 	100000
-4.61 	348.432 	1.45916e-13 	100000
-4.6 	348.432 	1.85209e-13 	100000
-4.59 	348.432 	1.9893e-13 	100000
-4.58 	348.432 	2.28273e-13 	100000
-4.57 	348.432 	2.30976e-13 	100000
-4.56 	348.432 	1.78998e-13 	100000
-4.55 	348.432 	1.38717e-13 	100000
-4.54 	348.432 	1.14653e-13 	100000
-4.53 	348.432 	1.00915e-13 	100000
-4.52 	348.432 	8.67479e-14 	100000
-4.51 	348.432 	1.07744e-13 	100000
-4.5 	348.432 	1.72579e-13 	100000
-4.49 	348.432 	2.0913e-13 	100000
-4.48 	348.432 	1.64551e-13 	100000
-4.47 	348.432 	9.17241e-14 	100000
-4.46 	348.432 	6.17803e-14 	100000
-4.45 	348.432 	6.64194e-14 	100000
-4.44 	348.432 	4.58601e-14 	100000
-4.43 	348.432 	5.34554e-14 	100000
-4.42 	348.432 	1.01187e-13 	100000
-4.41 	348.432 	6.87103e-14 	100000
-4.4 	348.432 	1.21818e-13 	100000
-4.39 	348.432 	2.75109e-13 	100000
-4.38 	348.432 	3.24283e-13 	100000
-4.37 	348.432 	2.64243e-13 	100000
-4.36 	348.432 	1.59676e-13 	100000
-4.35 	348.432 	6.64424e-14 	100000
-4.34 	348.432 	7.59774e-14 	100000
-4.33 	348.432 	1.09294e-13 	100000
-4.32 	348.432 	1.28264e-13 	100000
-4.31 	348.432 	1.12446e-13 	100000
-4.3 	348.432 	6.2415e-14 	100000
-4.29 	348.432 	5.39546e-14 	100000
-4.28 	348.432 	2.76305e-14 	100000
-4.27 	348.432 	4.68477e-14 	100000
-4.26 	348.432 	1.22299e-13 	100000
-4.25 	348.432 	1.67097e-13 	100000
-4.24 	348.432 	2.2341e-13 	100000
-4.23 	348.432 	2.60981e-13 	100000
-4.22 	348.432 	2.30372e-13 	100000
-4.21 	348.432 	2.14883e-13 	100000
-4.2 	348.432 	2.29748e-13 	100000
-4.19 	348.432 	2.46219e-13 	100000
-4.18 	348.432 	2.77512e-13 	100000
-4.17 	348.432 	3.24884e-13 	100000
-4.16 	348.432 	3.47818e-13 	100000
-4.15 	348.432 	3.94863e-13 	100000
-4.14 	348.432 	4.49267e-13 	100000
-4.13 	348.432 	4.09471e-13 	100000
-4.12 	348.432 	3.14163e-13 	100000
-4.11 	348.432 	3.0088e-13 	100000
-4.1 	348.432 	3.40546e-13 	100000
-4.09 	348.432 	3.21498e-13 	100000
-4.08 	348.432 	3.1731e-13 	100000
-4.07 	348.432 	3.18773e-13 	100000
-4.06 	348.432 	2.61616e-13 	100000
-4.05 	348.432 	1.98397e-13 	100000
-4.04 	348.432 	1.19314e-13 	100000
-4.03 	348.432 	6.49659e-14 	100000
-4.02 	348.432 	9.92461e-14 	100000
-4.01 	348.432 	1.23873e-13 	100000
-4 	348.432 	8.63251e-14 	100000
-3.99 	348.432 	6.71857e-14 	100000
-3.98 	348.432 	9.78975e-14 	100000
-3.97 	348.432 	8.55796e-14 	100000
-3.96 	348.432 	2.85205e-14 	100000
-3.95 	348.432 	2.34674e-14 	100000
-3.94 	348.432 	7.2647e-14 	100000
-3.93 	348.432 	7.13692e-14 	100000
-3.92 	348.432 	7.10617e-14 	100000
-3.91 	348.432 	9.81725e-14 	100000
-3.9 	348.432 	9.71974e-14 	100000
-3.89 	348.432 	7.77956e-14 	100000
-3.88 	348.432 	3.31584e-14 	100000
-3.87 	348.432 	1.39779e-14 	100000
-3.86 	348.432 	3.67755e-14 	100000
